baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name	Group	gene.group	KEGGFUN	KEGGPATH.PathLv1	KEGGPATH.PathLv2	KEGGPATH.PathLv3	condition	diffabundant
261.6349563	-11.9834753	1.198779904	-9.996393219	1.58E-23	3.32E-23	mmoC	Energy metabolism	mmo	methane monooxygenase component C [EC:1.14.13.25]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
899.4988802	-13.76484799	1.190750328	-11.55981037	6.59E-31	1.60E-30	mmoX	Energy metabolism	mmo	methane monooxygenase component A alpha chain [EC:1.14.13.25]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
398.0876773	-12.58869893	1.201182681	-10.48025344	1.06E-25	2.34E-25	mmoY	Energy metabolism	mmo	methane monooxygenase component A beta chain [EC:1.14.13.25]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
84.06881163	-10.34505778	1.22054625	-8.475760568	2.34E-17	4.21E-17	mmoZ	Energy metabolism	mmo	methane monooxygenase component A gamma chain [EC:1.14.13.25]	Metabolism	Energy metabolism	Methane metabolism	1_Soil_vs_RhizCom	Soil
1873.449139	-2.641734319	0.128026565	-20.63426693	1.35E-94	6.47E-94	msmA	Energy metabolism	msm	methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111]	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
773.1092663	-2.791359384	0.160766322	-17.36283662	1.58E-67	5.85E-67	msmB	Energy metabolism	msm	methanesulfonate monooxygenase subunit beta [EC:1.14.13.111]	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
659.1671338	-11.45888263	1.03525407	-11.06866706	1.78E-28	4.11E-28	mxaE	Metabolism of terpenoids and polyketides	mxa	myxalamid-type polyketide synthase MxaE	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
6585.318024	-4.006756453	0.092624896	-43.25787785	0	0	ncsB1	Metabolism of terpenoids and polyketides	ncs	2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase [EC:2.1.1.303]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
474.0131945	-10.98293919	1.034926031	-10.61229389	2.61E-26	5.81E-26	ncsC1	Metabolism of terpenoids and polyketides	ncs	NDP-hexose 4,6-dehydratase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
1064.011258	-5.519444553	0.178618388	-30.90076349	1.17E-209	1.27E-208	nifB	Energy metabolism	nif	nitrogen fixation protein NifB	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
1140.631827	-5.635135025	0.185973143	-30.30080012	1.12E-201	1.17E-200	nifD	Energy metabolism	nif	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Metabolism	Energy metabolism	Nitrogen metabolism 	1_Soil_vs_RhizCom	Soil
1708.859662	-6.221991588	0.19256264	-32.31151995	4.82E-229	5.97E-228	nifE	Energy metabolism	nif	nitrogenase molybdenum-cofactor synthesis protein NifE	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
1102.164738	-7.080295121	0.24704202	-28.66028673	1.19E-180	1.09E-179	nifH	Energy metabolism	nif	nitrogenase iron protein NifH	Metabolism	Energy metabolism	Nitrogen metabolism 	1_Soil_vs_RhizCom	Soil
1350.388708	-5.924597398	0.21756185	-27.23178438	2.73E-163	2.24E-162	nifK	Energy metabolism	nif	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Metabolism	Energy metabolism	Nitrogen metabolism 	1_Soil_vs_RhizCom	Soil
155.2520779	-2.553524323	0.244281885	-10.45318738	1.42E-25	3.11E-25	nifN	Energy metabolism	nif	nitrogenase molybdenum-iron protein NifN	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
96.12683174	-3.356768196	0.299024561	-11.22572736	3.05E-29	7.16E-29	nifW	Energy metabolism	nif	nitrogenase-stabilizing/protective protein	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
325.3231449	-5.991931803	0.302743179	-19.79212818	3.48E-87	1.56E-86	nifX	Energy metabolism	nif	nitrogen fixation protein NifX	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
45.96412317	-2.646359025	0.354359398	-7.468008576	8.14E-14	1.29E-13	nifZ	Energy metabolism	nif	nitrogen fixation protein NifZ	Not Included in Pathway or Brite	Unclassified: metabolism	Energy metabolism	1_Soil_vs_RhizCom	Soil
534.4506667	-7.998358561	1.056580935	-7.570038692	3.73E-14	6.02E-14	npcA	Xenobiotics biodegradation and metabolism	npc	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, oxygenase component [EC:1.14.13.29 1.14.13.166]	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	1_Soil_vs_RhizCom	Soil
793.9057138	-4.547604003	0.166770608	-27.26861803	1.00E-163	8.22E-163	npcB	Xenobiotics biodegradation and metabolism	npc	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase component	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation	1_Soil_vs_RhizCom	Soil
8922.548851	-3.072622709	0.150126748	-20.4668572	4.25E-93	2.00E-92	nrfA	Energy metabolism	nrf	nitrite reductase (cytochrome c-552) [EC:1.7.2.2]	Metabolism	Energy metabolism	Nitrogen metabolism	1_Soil_vs_RhizCom	Soil
3942.172673	-3.636348511	0.135262752	-26.88359109	3.42E-159	2.74E-158	nrfH	Energy metabolism	nrf	cytochrome c nitrite reductase small subunit	Metabolism	Energy metabolism	Nitrogen metabolism	1_Soil_vs_RhizCom	Soil
6548.471688	-2.712151286	0.198321343	-13.67553915	1.42E-42	4.06E-42	padB	Amino acid metabolism and transport	pad	phenylacetyl-CoA:acceptor oxidoreductase [EC:1.17.5.1 3.1.2.25]	Metabolism	Amino acid metabolism	Phenylalanine metabolism	1_Soil_vs_RhizCom	Soil
2791.845055	-3.454260637	0.198175969	-17.43026991	4.86E-68	1.82E-67	padC	Amino acid metabolism and transport	pad	phenylacetyl-CoA:acceptor oxidoreductase 27-kDa subunit	Metabolism	Amino acid metabolism	Phenylalanine metabolism	1_Soil_vs_RhizCom	Soil
204.3944248	-2.52844206	0.245920644	-10.28153643	8.54E-25	1.85E-24	padE	Amino acid metabolism and transport	pad	phenylglyoxylate dehydrogenase gamma subunit [EC:1.2.1.58]	Metabolism	Amino acid metabolism	Phenylalanine metabolism	1_Soil_vs_RhizCom	Soil
141.7430298	-2.946080516	0.256201293	-11.49908527	1.33E-30	3.22E-30	padF	Amino acid metabolism and transport	pad	phenylglyoxylate dehydrogenase delta subunit [EC:1.2.1.58]	Metabolism	Amino acid metabolism	Phenylalanine metabolism	1_Soil_vs_RhizCom	Soil
403.0141955	-2.814098541	0.196220769	-14.34149174	1.20E-46	3.64E-46	padG	Amino acid metabolism and transport	pad	phenylglyoxylate dehydrogenase alpha subunit [EC:1.2.1.58]	Metabolism	Amino acid metabolism	Phenylalanine metabolism	1_Soil_vs_RhizCom	Soil
2862.502673	-2.575534204	0.177633776	-14.49912434	1.23E-47	3.74E-47	padH	Amino acid metabolism and transport	pad	phenylglyoxylate dehydrogenase epsilon subunit [EC:1.2.1.58]	Metabolism	Amino acid metabolism	Phenylalanine metabolism	1_Soil_vs_RhizCom	Soil
464.9585519	-2.948782553	0.232842013	-12.66430621	9.32E-37	2.47E-36	padI	Amino acid metabolism and transport	pad	phenylglyoxylate dehydrogenase beta subunit [EC:1.2.1.58]	Metabolism	Amino acid metabolism	Phenylalanine metabolism	1_Soil_vs_RhizCom	Soil
9157.900475	-3.622181864	0.095678787	-37.8577319	0	0	phdF	Xenobiotics biodegradation and metabolism	phd	extradiol dioxygenase [EC:1.13.11.-]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
167.6339176	-11.34097505	1.198517394	-9.462503513	3.01E-21	5.99E-21	phdK	Xenobiotics biodegradation and metabolism	phd	2-formylbenzoate dehydrogenase [EC:1.2.1.78]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
70462.44852	-2.942809351	0.058402706	-50.38823672	0	0	pht3	Xenobiotics biodegradation and metabolism	pht	phthalate 4,5-dioxygenase [EC:1.14.12.7]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
72637.31542	-3.545493208	0.051938498	-68.26329886	0	0	pht5	Xenobiotics biodegradation and metabolism	pht	4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
1059.644316	-12.14401798	1.038130859	-11.69796455	1.31E-31	3.19E-31	phtAa	Xenobiotics biodegradation and metabolism	pht	phthalate 3,4-dioxygenase subunit alpha [EC:1.14.12.-]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
351.7699919	-6.039272574	0.362591321	-16.65586632	2.74E-62	9.70E-62	phtAb	Xenobiotics biodegradation and metabolism	pht	phthalate 3,4-dioxygenase subunit beta [EC:1.14.12.-]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
174.4026649	-9.539845783	1.05247469	-9.064204463	1.26E-19	2.40E-19	phtB	Xenobiotics biodegradation and metabolism	pht	phthalate 3,4-cis-dihydrodiol dehydrogenase [EC:1.3.1.-]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
572.1594509	-13.11227048	1.192857795	-10.99231654	4.16E-28	9.55E-28	phtC	Xenobiotics biodegradation and metabolism	pht	3,4-dihydroxyphthalate decarboxylase [EC:4.1.1.69]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
1910.297739	-5.353633042	0.165380354	-32.37163859	6.88E-230	8.57E-229	pigA, redW	Biosynthesis of other secondary metabolites	pig	L-prolyl-PCP dehydrogenase [EC:1.3.8.14]	Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1_Soil_vs_RhizCom	Soil
2219.403398	-4.751368414	0.152820685	-31.09113409	3.17E-212	3.53E-211	pigI, redM	Biosynthesis of other secondary metabolites	pig	L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]	Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1_Soil_vs_RhizCom	Soil
676.856327	-11.49708015	1.036481856	-11.0924085	1.37E-28	3.16E-28	pigJ, redX	Biosynthesis of other secondary metabolites	pig	beta-ketoacyl ACP synthase [EC:2.3.1.-]	Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis	1_Soil_vs_RhizCom	Soil
6955.296224	-13.05141878	0.559109756	-23.34321419	1.62E-120	9.69E-120	pimS1	Metabolism of terpenoids and polyketides	pim	pimaricinolide synthase PimS1	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
2339.341833	-5.449683132	0.189569427	-28.7476901	9.68E-182	8.88E-181	pimS2	Metabolism of terpenoids and polyketides	pim	pimaricinolide synthase PimS2	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
77.81695268	-10.23369318	1.208219766	-8.47005939	2.45E-17	4.41E-17	pimS3	Metabolism of terpenoids and polyketides	pim	pimaricinolide synthase PimS3	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
944.2381146	-4.967939895	0.177817399	-27.93843526	9.11E-172	7.86E-171	rapN	Metabolism of terpenoids and polyketides	rap	cytochrome P450 RapN	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
2008.839764	-3.607037093	0.124966197	-28.86410223	3.37E-183	3.13E-182	rapP, fkbP	Metabolism of terpenoids and polyketides	rap	pipecolate-incorporating enzyme	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
205.7498708	-11.63645933	1.20791588	-9.633501402	5.77E-22	1.17E-21	rhiC	Metabolism of terpenoids and polyketides	rhi	rhizoxin biosynthesis, polyketide synthase RhiC	Brite Hierarchies	Protein families: metabolism	Polyketide biosynthesis proteins	1_Soil_vs_RhizCom	Soil
268.4555871	-12.02032038	1.195307005	-10.05626197	8.62E-24	1.82E-23	rhiD	Metabolism of terpenoids and polyketides	rhi	rhizoxin biosynthesis, polyketide synthase RhiD	Brite Hierarchies	Protein families: metabolism	Polyketide biosynthesis proteins	1_Soil_vs_RhizCom	Soil
70.49748947	-8.229731083	1.05948342	-7.76768275	7.99E-15	1.32E-14	rhiH	Metabolism of terpenoids and polyketides	rhi	cytochrome P450 monooxygenase	Brite Hierarchies	Protein families: metabolism	Polyketide biosynthesis proteins	1_Soil_vs_RhizCom	Soil
3241.222207	-5.018682125	0.141819934	-35.38770593	2.64E-274	4.18E-273	rif19	Metabolism of terpenoids and polyketides	rif	flavoprotein hydroxylase	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
230.3096721	-11.79913502	1.199717119	-9.834930942	7.96E-23	1.65E-22	rifB	Metabolism of terpenoids and polyketides	rif	rifamycin polyketide synthase modules 4, 5 and 6	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
35.9170175	-9.117248224	1.257296769	-7.251468748	4.12E-13	6.35E-13	rifC_D	Metabolism of terpenoids and polyketides	rif	rifamycin polyketide synthase modules 7 and 8	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
91.78160725	-10.47184565	1.212654377	-8.63547425	5.85E-18	1.07E-17	rifE	Metabolism of terpenoids and polyketides	rif	rifamycin polyketide synthase modules 9 and 10	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
54.84772201	-9.729155501	1.225051674	-7.941832745	1.99E-15	3.37E-15	rifF, asm9	Metabolism of terpenoids and polyketides	rif	amide synthase	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
2018.299551	-11.07314296	0.524263501	-21.12133104	5.06E-99	2.52E-98	rifG, asm47	Metabolism of terpenoids and polyketides	rif	5-deoxy-5-amino-3-dehydroquinate synthase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of ansamycins	1_Soil_vs_RhizCom	Soil
14.68991891	-7.827759252	1.282325096	-6.104348481	1.03E-09	1.38E-09	rifJ, asm23	Metabolism of terpenoids and polyketides	rif	5-deoxy-5-amino-3-dehydroquinate dehydratase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of ansamycins	1_Soil_vs_RhizCom	Soil
86.66655307	-10.38944924	1.206112032	-8.61400016	7.06E-18	1.29E-17	sgcC, mdpC	Metabolism of terpenoids and polyketides	sgc	two-component FAD-dependent monooxygenase [EC:1.14.14.15 1.14.14.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
278.9716197	-6.197413264	0.358999794	-17.26299948	8.93E-67	3.29E-66	sgcC4, mdpC4	Metabolism of terpenoids and polyketides	sgc	MIO-dependent L-tyrosine 2,3-aminomutase [EC:5.4.3.6]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
230.8482893	-11.8024269	1.215317103	-9.711397021	2.70E-22	5.50E-22	sgcC5, mdpC5, kedY5	Metabolism of terpenoids and polyketides	sgc	condensation enzyme	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
375.1426582	-12.50332468	1.195345291	-10.46001083	1.32E-25	2.90E-25	sgcD4	Metabolism of terpenoids and polyketides	sgc	O-methyltransferase [EC:2.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
386.1645281	-2.825154491	0.245737759	-11.49662349	1.37E-30	3.31E-30	sgcE10, mdpE10, ncsE10, kedE10, calE7, pksE10	Metabolism of terpenoids and polyketides	sgc	enediyne core biosynthesis thioesterase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics 	1_Soil_vs_RhizCom	Soil
775.9412112	-3.450389066	0.216533393	-15.93467419	3.64E-57	1.23E-56	sgcE3, ncsE3, kedE3	Metabolism of terpenoids and polyketides	sgc	enediyne biosynthesis protein E3	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
13425.1783	-6.320506471	0.247384582	-25.54931447	5.59E-144	4.03E-143	sgcE4, ncsE4, kedE4	Metabolism of terpenoids and polyketides	sgc	enediyne biosynthesis protein E4	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
1089.346289	-14.04116577	1.186586016	-11.8332473	2.63E-32	6.49E-32	sgcE8, ncsE8, kedE8	Metabolism of terpenoids and polyketides	sgc	enediyne biosynthesis protein E8	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
5166.038462	-8.878838572	2.539430882	-3.496389146	0.0004716	0.000530856	sgcE9, ncsE9, kedE9	Metabolism of terpenoids and polyketides	sgc	enediyne biosynthesis protein E9	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
236.0556734	-11.83499151	1.199978871	-9.862666584	6.04E-23	1.25E-22	snoaL, dnrD, dauD, aknH	Metabolism of terpenoids and polyketides	snoa	nogalonic acid methyl ester cyclase / aklanonic acid methyl ester cyclase [EC:5.5.1.26 5.5.1.23]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of type II polyketide products	1_Soil_vs_RhizCom	Soil
1811.40322	-4.746091895	0.147736207	-32.12544845	1.95E-226	2.37E-225	snoaL2	Metabolism of terpenoids and polyketides	snoa	C-1 hydroxylase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of type II polyketide products	1_Soil_vs_RhizCom	Soil
61.39597373	-9.891288386	1.218806652	-8.115551689	4.84E-16	8.37E-16	spnQ	Metabolism of terpenoids and polyketides	spn	dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase [EC:4.2.1.164]	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	1_Soil_vs_RhizCom	Soil
252.325138	-11.93129658	1.203833479	-9.911085536	3.73E-23	7.76E-23	spnS	Metabolism of terpenoids and polyketides	spn	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose N,N-dimethyltransferase [EC:2.1.1.324]	Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis	1_Soil_vs_RhizCom	Soil
1836.705564	-12.35248381	0.844576012	-14.62566263	1.93E-48	5.92E-48	stsC	Biosynthesis of other secondary metabolites	sts	L-glutamine:scyllo-inosose aminotransferase [EC:2.6.1.50]	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis 	1_Soil_vs_RhizCom	Soil
731.3799253	-13.46630565	1.19048356	-11.31162672	1.15E-29	2.72E-29	stsE	Biosynthesis of other secondary metabolites	sts	scyllo-inosamine 4-kinase [EC:2.7.1.65]	Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis	1_Soil_vs_RhizCom	Soil
418.8128957	-6.144117341	0.360944813	-17.02231786	5.61E-65	2.03E-64	thnF, cmmF	Biosynthesis of other secondary metabolites	thn	N-acetyltransferase [EC:2.3.1.-]	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis	1_Soil_vs_RhizCom	Soil
1259.192252	-3.130233688	0.183684249	-17.04138323	4.05E-65	1.47E-64	thnG, cmmG	Biosynthesis of other secondary metabolites	thn	2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-]	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis	1_Soil_vs_RhizCom	Soil
1785.257005	-14.75381159	1.186047549	-12.43947732	1.60E-35	4.17E-35	thnL	Biosynthesis of other secondary metabolites	thn	methyltransferase [EC:2.1.1.-]	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis	1_Soil_vs_RhizCom	Soil
63.29296871	-9.935991831	1.217569576	-8.160512571	3.34E-16	5.81E-16	thnP	Biosynthesis of other secondary metabolites	thn	methyltransferase [EC:2.1.1.-]	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis	1_Soil_vs_RhizCom	Soil
1814.630669	-2.926573079	0.154722404	-18.91499234	8.58E-80	3.58E-79	thnQ, cmmQ	Biosynthesis of other secondary metabolites	thn	2-oxoglutarate-dependent dioxygenase [EC:1.14.20.-]	Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis	1_Soil_vs_RhizCom	Soil
186.6397205	-3.716628659	0.280741273	-13.23862579	5.25E-40	1.45E-39	todC2, bedC2, tcbAb	Xenobiotics biodegradation and metabolism	tod	benzene/toluene/chlorobenzene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11 1.14.12.26]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation 	1_Soil_vs_RhizCom	Soil
8.70385055	-7.076263295	1.265512446	-5.591618887	2.25E-08	2.86E-08	todD, tcbB	Xenobiotics biodegradation and metabolism	tod	cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation 	1_Soil_vs_RhizCom	Soil
843.4777287	-7.188114812	0.329481849	-21.81642123	1.62E-105	8.60E-105	todE	Xenobiotics biodegradation and metabolism	tod	3-methylcatechol 2,3-dioxygenase [EC:1.13.11.-]	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation	1_Soil_vs_RhizCom	Soil
1652.125479	-2.767730373	0.137143941	-20.18120788	1.43E-90	6.60E-90	tphB	Xenobiotics biodegradation and metabolism	tph	1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase [EC:1.3.1.53]	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation	1_Soil_vs_RhizCom	Soil
12175.52212	-4.403285034	0.119963381	-36.705243	6.02E-295	1.07E-293	ttrB	Energy metabolism	ttr	tetrathionate reductase subunit B	Metabolism	Energy metabolism	Sulfur metabolism 	1_Soil_vs_RhizCom	Soil
3786.63316	-3.018093713	0.196950154	-15.32415002	5.27E-53	1.71E-52	ttrC	Energy metabolism	ttr	tetrathionate reductase subunit C	Metabolism	Energy metabolism	Sulfur metabolism 	1_Soil_vs_RhizCom	Soil
976.2589108	-4.713959502	0.208327951	-22.62759017	2.32E-113	1.31E-112	tycA	Metabolism of terpenoids and polyketides	tyc	tyrocidine synthetase I	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
9931.026375	-2.922393389	0.861989569	-3.390288577	0.000698191	0.000782541	tycB	Metabolism of terpenoids and polyketides	tyc	tyrocidine synthetase II	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures 	1_Soil_vs_RhizCom	Soil
74.66870727	-10.17433692	1.210542858	-8.404772171	4.29E-17	7.66E-17	valC	Biosynthesis of other secondary metabolites	val	C7-cyclitol 7-kinase [EC:2.7.1.214]	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	1_Soil_vs_RhizCom	Soil
72.88186313	-10.13975327	1.215707238	-8.34062096	7.39E-17	1.31E-16	valK	Biosynthesis of other secondary metabolites	val	5-epi-valiolone dehydratase [EC:4.2.1.-]	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	1_Soil_vs_RhizCom	Soil
42.838724	-9.373725118	1.227739656	-7.634945304	2.26E-14	3.67E-14	valN	Biosynthesis of other secondary metabolites	val	cyclitol reductase	Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis	1_Soil_vs_RhizCom	Soil
1249.350657	-4.206529105	0.141114979	-29.80923168	2.97E-195	2.96E-194	whiEIII	Metabolism of terpenoids and polyketides	whi	minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.-]	Brite Hierarchies	Protein families: metabolism	Polyketide biosynthesis proteins	1_Soil_vs_RhizCom	Soil
120.3074744	-10.86243278	1.201856284	-9.038046335	1.59E-19	3.05E-19	whiEIV	Metabolism of terpenoids and polyketides	whi	minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.-]	Brite Hierarchies	Protein families: metabolism	Polyketide biosynthesis proteins	1_Soil_vs_RhizCom	Soil
254.7311648	-11.94472692	1.197439271	-9.975225644	1.96E-23	4.10E-23	whiEVII	Metabolism of terpenoids and polyketides	whi	cyclase	Brite Hierarchies	Protein families: metabolism	Polyketide biosynthesis proteins	1_Soil_vs_RhizCom	Soil
